"code","run_count","mn_dstn","imd","d_income","d_employment","d_education","d_health","d_crime","d_housing","d_enviroment","total_pop","perc_non_working_age","pop_density","perc_bme"
"E01024262",139,5.313,23.8,0.109,0.112,30.067,0.19,0.921,12.766,29.168,1772,0.429458239277652,7088,0.191691394658754
"E01024263",31,5.229,36.315,0.224,0.166,44.89,0.604,1.231,15.232,16.924,1499,0.445630420280187,5765.38,0.0990813648293963
"E01024264",3,4.88,29.489,0.192,0.152,43.225,0.158,0.692,15.853,12.71,1535,0.442345276872964,4796.88,0.0962671905697446
"E01024265",74,2.915,7.88,0.037,0.039,6.76,-0.358,0.449,17.279,12.352,1234,0.474068071312804,426.99,0.122766122766123
"E01024266",20,3.11,15.833,0.114,0.083,22.165,-0.246,0.19,8.812,17.487,1213,0.479802143446002,3032.5,0.0468343451864701
"E01024267",41,3.987,14.357,0.065,0.051,14.688,-0.306,0.737,20.393,29.082,1546,0.491591203104787,155.69,0.0407358738501971
"E01024268",41,4.575,9.941,0.046,0.053,18.598,-0.595,0.462,10.716,14.478,1601,0.510930668332292,413.7,0.033083645443196
"E01024269",120,4.833,6.547,0.028,0.042,15.657,-0.942,-0.003,6.785,17.044,1793,0.522587841606246,507.93,0.0403269754768393
"E01024270",327,4.727,4.634,0.029,0.024,7.494,-1.005,0.075,14.038,9.862,1499,0.47765176784523,301,0.0448275862068965
"E01024271",281,5.655,11.346,0.07,0.068,15.382,-0.437,-0.423,21.669,12.612,1440,0.459722222222222,452.83,0.0261669024045261
"E01024272",390,4.784,5.143,0.019,0.027,5.687,-1.234,0.34,16.878,10.621,1583,0.493998736576121,573.55,0.0589417280643001
"E01024273",144,6.367,11.75,0.044,0.034,10.628,-0.71,0.302,30.606,30.532,1593,0.420590081607031,193.09,0.052321778940484
"E01024274",98,5.993,11.431,0.062,0.067,18.523,-0.599,0.009,22.418,7.679,1526,0.479030144167759,1211.11,0.0307692307692308
"E01024275",142,5.384,7.415,0.038,0.049,15.358,-0.339,-0.304,12.936,9.486,1356,0.414454277286136,2885.11,0.0263157894736842
"E01024276",84,5.963,16.956,0.103,0.069,22.77,-0.603,0.87,16.691,20.479,2679,0.355729749906682,7441.67,0.378048780487805
"E01024277",6,5.949,34.37,0.217,0.146,47.29,0.528,0.891,16.785,26.01,1985,0.408564231738035,1985,0.190148305084746
"E01024278",11,5.613,49.349,0.31,0.184,54.619,0.815,1.707,32.488,16.328,2195,0.406833712984055,1650.38,0.163177670424047
"E01024279",55,5.704,25.386,0.152,0.096,37.058,-0.031,1.121,13.402,25.113,1661,0.40939193257074,5358.06,0.272185430463576
"E01024280",97,6.482,28.603,0.181,0.135,38.743,-0.105,1.061,21.657,10.602,2173,0.356649792913023,1541.13,0.172145845786013
"E01024281",116,6.032,23.685,0.133,0.087,23.762,-0.1,1.527,11.464,26.993,1385,0.43898916967509,2885.42,0.186684969114619
"E01024282",38,5.614,16.855,0.102,0.072,24.188,-0.456,0.437,9.704,32.814,1747,0.396107613050944,12478.57,0.366257668711656
"E01024283",45,5.909,19.376,0.106,0.072,29.76,-0.159,0.675,8.601,34.25,1374,0.403930131004367,7633.33,0.156818181818182
"E01024284",16,5.475,24.717,0.132,0.094,31.101,0.042,0.782,9.024,44.812,1570,0.392356687898089,11214.29,0.2400513478819
"E01024285",96,5.352,13.817,0.094,0.087,20.614,-0.429,-0.187,15.702,10.477,1408,0.448863636363636,7410.53,0.159597411933861
"E01024286",89,5.063,8.673,0.051,0.047,19.485,-0.75,-0.11,17.611,10.042,1571,0.459579885423297,4909.38,0.166666666666667
"E01024287",17,5.588,22.69,0.151,0.12,24.928,0.398,0.337,14.763,12.799,1413,0.494692144373673,5233.33,0.0860655737704918
"E01024288",33,6.092,13.22,0.068,0.073,14.372,0.095,0.221,12.345,18.26,1367,0.547183613752743,3905.71,0.195794053662074
"E01024290",104,5.465,22.862,0.118,0.11,17.764,-0.079,1.23,14.566,28.167,1670,0.416167664670659,6958.33,0.43746330005872
"E01024291",8,5.121,27.039,0.185,0.101,35.739,0.21,0.88,15.317,25.995,1934,0.385729058945191,13814.29,0.335403726708075
"E01024292",180,5.011,14.761,0.071,0.066,10.572,-0.486,1.038,8.152,29.573,1728,0.403356481481482,6912,0.372405372405372
"E01024293",53,3.899,25.415,0.142,0.094,30.051,-0.22,1.72,11.491,22.465,1740,0.401724137931034,2351.35,0.388663967611336
"E01024294",137,3.728,39.124,0.245,0.15,52.242,0.297,1.721,25.777,9.707,2470,0.398380566801619,3087.5,0.271604938271605
"E01024295",104,5.143,42.653,0.23,0.17,48.039,0.659,1.821,23.621,30.542,1953,0.390168970814132,7233.33,0.235458612975392
"E01024296",29,4.603,23.327,0.143,0.1,34.911,-0.112,0.677,19.783,21.334,3083,0.329549140447616,11010.71,0.294862772695285
"E01024297",172,2.226,6.47,0.046,0.038,21.393,-0.823,-0.538,1.889,10.499,1512,0.42989417989418,7957.89,0.11605415860735
"E01024298",101,2.382,8.242,0.042,0.051,15.269,-0.735,0.501,2.645,8.537,1491,0.484238765928907,1367.89,0.094632768361582
"E01024299",156,1.977,7.353,0.043,0.048,16.001,-0.577,-0.109,3.714,13.267,1410,0.465957446808511,7050,0.102797202797203
"E01024300",272,1.876,7.505,0.025,0.027,11.534,-0.445,0.414,14.485,17.245,1501,0.480346435709527,156.35,0.0922761449077238
"E01024301",377,1.212,15.411,0.044,0.053,9.85,-0.599,1.079,31.358,26.869,1263,0.511480601741884,95.39,0.0922213311948676
"E01024302",166,3.289,11.663,0.049,0.05,6.608,-0.632,-0.367,34.057,28.83,1480,0.531756756756757,129.03,0.0327421555252387
"E01024303",104,2.738,16.619,0.099,0.087,28.718,-0.224,0.357,14.382,10.28,1548,0.395348837209302,6730.43,0.0847347994825356
"E01024304",7,2.351,19.481,0.125,0.092,22.627,0.021,0.874,10.018,12.359,1638,0.40964590964591,4963.64,0.102001291155584
"E01024305",9,3.469,42.531,0.247,0.178,62.434,0.63,1.544,18.382,13.412,1795,0.392200557103064,9972.22,0.120394736842105
"E01024306",64,3.279,40.532,0.254,0.179,59.119,0.725,1.056,18.454,10.055,1764,0.418934240362812,8400,0.108391608391608
"E01024307",66,2.766,27.51,0.158,0.141,34.054,-0.161,1.302,14.507,13.395,1439,0.480194579569145,4111.43,0.0957592339261286
"E01024308",1,3.124,46.462,0.277,0.2,58.479,0.826,1.757,18.173,10.044,1483,0.45987862440998,6740.91,0.11056338028169
"E01024309",50,2.782,31.69,0.209,0.134,41.568,0.123,1.3,19.703,11.865,1377,0.468409586056645,6259.09,0.131987577639752
"E01024310",73,2.862,32.146,0.169,0.156,43.015,0.281,1.437,15.369,12.682,1501,0.51765489673551,5360.71,0.0654145077720207
"E01024311",12,3.389,34.936,0.209,0.15,37.693,0.565,1.647,13.233,17.954,1338,0.407324364723468,6690,0.229962546816479
"E01024312",23,2.962,24.493,0.109,0.106,28.739,0.08,1.413,13.103,24.537,1294,0.441267387944359,1165.77,0.110254433307633
"E01024313",176,3.946,10.217,0.068,0.042,16.18,-0.414,0.235,6.844,22.402,1581,0.431372549019608,6587.5,0.135253600500939
"E01024314",101,3.543,14.933,0.068,0.056,23.224,-0.535,1.116,6.575,21.124,1290,0.421705426356589,6142.86,0.13717848791894
"E01024315",21,3.286,35.633,0.196,0.162,41.369,0.413,1.791,16.015,13.924,1607,0.429993777224642,5951.85,0.162564766839378
"E01024316",167,3.494,12.59,0.056,0.053,8.566,-0.861,0.924,26.885,14.923,2156,0.415584415584416,1781.82,0.19091400757166
"E01024317",37,4.7,12.529,0.063,0.052,17.436,-0.293,0.71,5.977,22.968,1711,0.427819988310929,5032.35,0.188269794721408
"E01024318",79,4.345,12.148,0.073,0.047,11.151,-0.36,0.467,4.171,33.689,1520,0.405921052631579,8941.18,0.12982900569981
"E01024319",190,3.852,18.087,0.12,0.097,21.837,-0.554,0.912,10.507,9.367,1606,0.406600249066002,3417.02,0.193266832917706
"E01024320",216,1.814,3.761,0.018,0.016,5.496,-0.891,-1.671,25.153,4.016,1242,0.462157809983897,2258.18,0.0411418975650714
"E01024321",218,1.494,4.417,0.042,0.038,9.328,-0.927,-1.486,14.893,7.81,1684,0.557600950118765,4009.52,0.0535506402793946
"E01024322",246,1.129,5.17,0.041,0.052,5.448,-0.648,-1.051,11.782,11.318,1154,0.543327556325823,3846.67,0.0290102389078498
"E01024323",281,0.915,5.691,0.043,0.045,6.632,-0.957,-0.284,8.625,17.399,1366,0.53294289897511,3104.55,0.0579925650557621
"E01024324",290,0.459,4.965,0.035,0.042,9.393,-0.848,-1.254,17.58,9.368,1569,0.488209050350542,1569,0.0303030303030303
"E01024325",333,3.86,5.275,0.045,0.042,7.002,-1.002,-0.473,15.232,10.417,2324,0.560671256454389,404.88,0.030081650193382
"E01024326",114,4.611,3.303,0.039,0.03,3.648,-1.162,-0.967,12.836,11.601,1850,0.549189189189189,3936.17,0.036663124335813
"E01024327",104,4.859,5.801,0.049,0.048,9.85,-1.297,-1.011,18.09,8.775,1756,0.475512528473804,5853.33,0.0526638089406001
"E01024328",147,5.451,9.111,0.073,0.065,4.122,-0.646,-1.02,25.108,8.921,1611,0.522656734947238,2404.48,0.0220403022670025
"E01024329",172,5.178,2.048,0.022,0.027,3.118,-1.048,-0.653,5.874,7.017,1525,0.495737704918033,1773.26,0.0342105263157895
"E01024330",206,4.579,2.376,0.018,0.023,2.329,-1.132,-1.232,11.983,13.961,1604,0.524937655860349,3208,0.0334174022698613
"E01024331",67,6.66,7.684,0.04,0.041,10.383,-1.002,-0.071,23.112,15.086,1450,0.496551724137931,541.04,0.0226789510985117
"E01024332",141,8.639,17.096,0.088,0.04,12.209,-0.684,-0.266,37.688,46.198,1252,0.465654952076677,78.74,0.013355592654424
"E01024333",108,2.089,13.201,0.05,0.05,19.686,-0.563,-0.466,41.584,8.678,1402,0.348074179743224,2190.62,0.0334302325581395
"E01024334",163,2.208,8.887,0.027,0.026,8.26,-0.837,-1.669,43.033,9.721,1061,0.350612629594722,3422.58,0.0420332355816226
"E01024335",209,1.821,18.057,0.054,0.042,11.303,-0.85,0.503,43.608,44.191,1576,0.437182741116751,78.72,0.0398970398970399
"E01024336",221,3.461,4.657,0.026,0.033,5.549,-1.185,-0.054,14.021,14.462,1663,0.449789536981359,791.9,0.0443911217756449
"E01024337",130,3.466,3.024,0.021,0.033,3.447,-0.873,-1.201,18.37,4.391,1436,0.472144846796657,4223.53,0.0598802395209581
"E01024338",273,1.836,7.681,0.025,0.032,5.215,-0.789,-0.407,36.892,6.283,1349,0.372868791697554,1847.95,0.0403749098774333
"E01024339",187,2.005,25.028,0.137,0.125,10.375,0.007,0.755,24.296,39.931,2033,0.378750614854894,5979.41,0.0863157894736842
"E01024340",166,1.437,14.769,0.083,0.063,3.923,-0.352,0.363,25.255,34.332,2355,0.35244161358811,2505.32,0.0883928571428572
"E01024341",211,1.493,3.677,0.032,0.031,2.242,-0.979,-1.105,17.575,13.248,1813,0.522890237175951,3941.3,0.0973760932944606
"E01024342",95,6.561,19.151,0.126,0.078,39.823,0.125,-0.343,17.018,15.59,1782,0.444444444444444,1782,0.0383004189108318
"E01024343",103,6.097,9.579,0.055,0.043,15.755,-0.882,-0.201,22.507,21.072,1380,0.428985507246377,469.39,0.0119802677942212
"E01024344",111,6.163,8.726,0.06,0.046,14.662,-0.397,-0.962,12.953,22.84,1348,0.519287833827893,1846.58,0.0145560407569141
"E01024345",103,7.525,19.608,0.06,0.044,15.315,-0.734,0.213,41.22,55.846,1646,0.413730255164034,103.72,0.0167095115681234
"E01024346",79,5.027,16.339,0.061,0.051,12.399,-0.75,-0.179,38.231,43.856,1344,0.50297619047619,183.86,0.0185614849187935
"E01024347",145,4.375,18.182,0.049,0.033,10.65,-1.036,0.779,49.413,34.466,1720,0.45406976744186,90.38,0.0417156286721504
"E01024348",219,3.993,2.915,0.026,0.028,4.054,-1.08,-2.001,20.765,2.843,1443,0.425502425502425,5153.57,0.049264705882353
"E01024349",139,5.233,4.478,0.039,0.039,7.927,-1.302,-1.279,19.73,6.655,1416,0.382768361581921,6436.36,0.049410029498525
"E01024350",192,5.085,13.957,0.05,0.058,9.705,-0.588,0.542,30.118,29.037,1464,0.405054644808743,414.73,0.0192043895747599
"E01024351",174,2.539,9.37,0.074,0.041,7.49,-0.873,-0.491,31.526,8.635,1519,0.49835418038183,4603.03,0.11413404114134
"E01024352",44,1.866,30.134,0.184,0.13,19.159,0.608,1.044,21.575,30.304,1823,0.369171695008228,8286.36,0.0991643454038997
"E01024353",405,2.169,6.279,0.038,0.037,7.984,-1.226,-0.556,24.193,14.35,1951,0.471553049718093,3146.77,0.0562913907284768
"E01024354",306,2.529,10.626,0.05,0.038,16.027,-0.722,-0.761,37.509,9.833,1506,0.427622841965471,5792.31,0.0745554035567716
"E01024355",647,1.835,12.327,0.069,0.049,5.98,-0.794,0.277,21.323,37.609,2032,0.366633858267717,8466.67,0.0728476821192053
"E01024356",214,2.585,18.562,0.069,0.063,16.179,-0.505,0.556,27.93,47.556,1775,0.373521126760563,7395.83,0.0967940813810111
"E01024357",101,2.804,18.429,0.102,0.055,18.701,-0.376,0.316,28.574,39.886,1774,0.356257046223224,9855.56,0.119217081850534
"E01024358",80,3.334,24.448,0.173,0.123,15.167,0.173,0.808,22.225,14.418,1816,0.4284140969163,1853.06,0.0894308943089431
"E01024360",289,2.986,13.42,0.075,0.048,16.335,-0.498,0.141,26.583,26.331,1542,0.382619974059663,2447.62,0.0565045992115637
"E01024361",30,13.496,14.665,0.083,0.079,27.815,-0.317,-0.649,15.695,22.968,1717,0.518345952242283,876.02,0.00889679715302494
"E01024362",149,13.722,12.614,0.059,0.041,11.101,-1.3,0.203,32.115,31.862,1725,0.456231884057971,80.12,0.0249406175771971
"E01024363",128,12.827,15.63,0.09,0.086,21.76,-0.526,0.016,21.58,19.679,2514,0.489260143198091,245.03,0.0265026029342168
"E01024364",143,15.738,25.271,0.15,0.096,23.253,-0.519,0.462,30.249,44.984,1682,0.492865636147443,83.43,0.0227412415488629
"E01024365",49,15.795,8.121,0.064,0.049,12.975,-1.167,-0.138,12.105,17.096,1965,0.500763358778626,1802.75,0.0215909090909091
"E01024366",113,13.01,21.357,0.063,0.046,16.819,-0.775,0.129,41.24,64.522,1759,0.443433769187038,55.38,0.0333710407239819
"E01024367",264,2.37,14.951,0.077,0.069,12.419,-0.04,0.139,27.253,19.993,1654,0.411729141475212,2397.1,0.112618724559023
"E01024369",98,3.339,7.332,0.048,0.054,8.13,-1.154,-0.017,15.321,14.464,1617,0.451453308596166,5988.89,0.0723598435462842
"E01024371",328,2.926,16.557,0.1,0.078,12.471,-0.294,0.592,18.065,27.812,1693,0.470171293561725,4232.5,0.0686274509803921
"E01024372",112,2.86,25.908,0.128,0.112,23.8,-0.056,0.938,24.679,37.181,2217,0.295444294091114,7390,0.0996948118006104
"E01024373",293,2.793,21.841,0.095,0.079,15.053,-0.395,1.588,26.507,26.623,2020,0.375742574257426,6312.5,0.11684037301152
"E01024374",92,3.102,40.671,0.298,0.152,65.524,0.553,0.633,22.858,12.2,2030,0.411330049261084,9227.27,0.085635359116022
"E01024375",152,10.797,13.673,0.065,0.064,14.717,-0.668,0.145,29.625,22.264,2435,0.474332648870637,193.87,0.0304928989139516
"E01024376",116,5.602,7.984,0.055,0.048,10.35,-0.732,-0.218,19.452,12.131,2530,0.490118577075099,944.03,0.0215195432586737
"E01024377",67,9.212,22.01,0.099,0.091,19.546,-0.049,0.302,38.102,28.114,1654,0.507255139056832,131.79,0.0185873605947955
"E01024378",160,8.86,16.068,0.124,0.095,10.943,-0.15,-0.08,10.64,25.456,1324,0.493957703927492,394.05,0.0117216117216117
"E01024379",62,10.958,20.518,0.08,0.047,10.582,-0.733,-0.384,49.088,52.115,1778,0.439820022497188,62.34,0.0309037900874636
"E01024380",183,11.44,13.783,0.055,0.037,7.326,-1.467,-0.027,32.136,50.186,1778,0.458942632170979,109.21,0.0272511848341233
"E01024381",131,11.498,23.402,0.17,0.117,35.805,0.007,0.077,16.756,15.667,1487,0.481506388702085,1956.58,0.0231416549789621
"E01024382",103,1.413,20.751,0.096,0.064,24.891,-0.139,0.613,22.173,45.257,1651,0.292549969715324,9711.76,0.150584795321637
"E01024383",325,1.008,21.097,0.111,0.071,12.114,0.104,-0.278,31.217,50.271,2478,0.299031476997579,2429.41,0.304235090751945
"E01024384",239,0.413,29.297,0.156,0.138,30.234,0.053,0.369,38.154,25.282,1887,0.40646528881823,4102.17,0.0504767246214246
"E01024385",341,1.564,9.929,0.069,0.065,12.835,-0.763,-0.264,17.559,13.555,1702,0.479435957696827,4727.78,0.0418227215980025
"E01024386",376,1.608,6.97,0.046,0.05,3.928,-0.921,-0.073,15.829,18.98,1914,0.445141065830721,5172.97,0.0491329479768786
"E01024387",189,10.034,25.97,0.08,0.057,14.515,-1.15,0.932,49.016,59.186,2413,0.483215913800249,37.04,0.0229038854805726
"E01024388",255,6.014,14.488,0.109,0.077,25.167,-0.372,-0.289,20.684,2.7,3291,0.391370404132482,2019.02,0.0467736428815295
"E01024389",35,6.188,45.676,0.315,0.181,76.222,0.622,0.758,24.502,3.425,2901,0.438814201999311,8288.57,0.0783106027276727
"E01024390",9,6.659,39.535,0.236,0.151,83.242,0.086,0.795,23.372,16.011,1290,0.451937984496124,3583.33,0.038543897216274
"E01024391",25,4.95,37.879,0.241,0.177,72.047,0.193,0.219,19.337,17.854,1376,0.417151162790698,5096.3,0.0529616724738676
"E01024392",164,3.66,27.443,0.162,0.114,42.12,-0.1,0.584,20.828,33.644,1613,0.410415375077495,1479.82,0.110137672090113
"E01024393",109,4.822,21.097,0.119,0.096,25.422,0.015,0.606,25.418,14.775,1659,0.494876431585292,1136.3,0.0631443298969072
"E01024394",295,3.922,8.059,0.049,0.047,9.329,-0.672,-0.013,18.787,15.414,1414,0.472418670438472,3927.78,0.035486160397445
"E01024395",12,4.469,28.281,0.16,0.11,47.827,0.148,0.86,21.082,21.842,1523,0.403808273145108,5439.29,0.0467796610169492
"E01024396",37,4.529,31.013,0.169,0.123,47.141,0.255,1.179,23.607,16.994,1610,0.44223602484472,4025,0.0565438373570522
"E01024397",59,5.508,44.828,0.248,0.202,70.837,0.598,0.822,27.46,20.209,1495,0.450167224080268,5980,0.0600000000000001
"E01024398",7,5.055,42.291,0.25,0.19,68.799,0.395,0.844,24.81,17.526,1751,0.394060536836094,5648.39,0.0420506912442397
"E01024399",93,5.814,31.278,0.2,0.155,47.432,0.486,-0.298,29.657,7.75,1321,0.485238455715367,5504.17,0.0374617737003058
"E01024400",66,5.841,20.626,0.093,0.085,28.045,0.263,0.997,20.581,9.814,1431,0.539482879105521,4088.57,0.0364025695931478
"E01024401",160,2.899,15.53,0.099,0.066,22.805,-0.252,0.202,21.051,17.686,1727,0.40011580775912,2656.92,0.0627476882430648
"E01024402",208,4.595,3.705,0.032,0.029,4.467,-0.731,-0.673,16.751,6.227,1472,0.54008152173913,994.59,0.0273224043715847
"E01024403",128,3.243,12.551,0.09,0.054,14.602,-0.393,0.428,21.376,8.397,2154,0.365366759517177,3033.8,0.0628183361629882
"E01024404",167,4.921,4.006,0.032,0.035,6.707,-1.077,-0.485,12.268,11.025,1631,0.485591661557327,2471.21,0.0316055625790139
"E01024405",65,3.927,12.745,0.112,0.059,14.449,-0.738,0.098,24.61,4.378,2739,0.477181453085068,4722.41,0.0558882235528942
"E01024406",23,12.448,15.13,0.096,0.06,11.978,-0.478,-0.417,30.111,31.958,1553,0.48551191242756,140.29,0.0555188367481824
"E01024407",100,12.643,12.887,0.069,0.053,12.711,-0.75,0.016,26.544,30.675,1560,0.452564102564103,150,0.0347826086956522
"E01024408",48,12.312,6.499,0.061,0.046,11.303,-1.001,-0.637,13.94,9.328,1431,0.460517120894479,1522.34,0.0300069783670621
"E01024409",149,11.859,9.575,0.069,0.061,18.042,-0.951,-0.584,14.278,15.043,1528,0.520287958115183,1053.79,0.0258964143426295
"E01024410",11,8.623,14.861,0.077,0.057,22.733,-0.543,0.06,32.92,13.704,1678,0.471990464839094,326.46,0.0147058823529411
"E01024411",65,10.728,16.36,0.077,0.05,33.235,-0.454,0.122,22.504,33.764,1421,0.399014778325123,192.03,0.0559006211180124
"E01024413",16,8.567,17.721,0.125,0.073,29.568,-0.364,0.554,13.888,16.393,1720,0.427325581395349,4648.65,0.0271102895871842
"E01024414",116,8.191,11.121,0.06,0.055,19.329,-0.838,0.836,5.461,9.389,1635,0.418960244648318,1184.78,0.0287356321839081
"E01024415",48,8.705,6.074,0.027,0.035,4.182,-1.079,0.121,27.165,3.245,1355,0.50479704797048,2377.19,0.03240058910162
"E01024416",68,8.168,10.702,0.025,0.03,1.559,-1.469,-0.042,42.369,28.54,1796,0.49554565701559,118.7,0.0351906158357771
"E01024417",90,9.554,13.517,0.092,0.07,12.822,-0.841,0.264,19.347,23.527,1607,0.43497199751089,172.06,0.0269576379974326
"E01024418",119,7.785,4.348,0.037,0.032,1.629,-1.399,-0.185,21.613,5.112,1468,0.521798365122616,3191.3,0.0483056957462149
"E01024419",125,11.795,10.904,0.019,0.02,1.924,-1.856,-0.186,37.182,43.08,1831,0.475150191152376,83.42,0.022883295194508
"E01024420",46,8.811,21.331,0.071,0.056,6.321,-1.239,0.038,50.874,54.597,2041,0.448309652131308,74.43,0.0175695461200586
"E01024421",63,3.525,19.718,0.089,0.054,15.549,-1.28,1.155,29.887,40.874,1915,0.468929503916449,190.93,0.0267155578837087
"E01024422",210,6.677,11.755,0.079,0.05,13.606,-1.355,0.448,22.805,18.213,2159,0.389069013432145,569.66,0.053821313240043
"E01024423",50,7.309,4.615,0.053,0.03,3.548,-1.178,-0.306,15.519,8.923,1680,0.388690476190476,4200,0.0761185357350378
"E01024424",272,8.319,1.78,0.013,0.022,0.196,-1.85,-0.405,14.176,3.335,1433,0.494766224703419,559.77,0.0339222614840989
"E01024425",108,8.951,14.793,0.091,0.074,19.629,-0.306,0.525,10.544,17.916,1837,0.473053892215569,2018.68,0.0271122320302648
"E01024426",71,9.918,5.771,0.028,0.027,3.752,-1.681,-0.853,30.104,15.942,1889,0.470089994706194,333.16,0.0381766381766382
"E01024427",9,9.728,21.279,0.154,0.099,35.428,-0.262,0.136,25.682,3.533,1293,0.443928847641145,421.17,0.022816679779701
"E01024428",15,8.891,18.179,0.104,0.076,33.832,-0.871,0.442,25.98,15.221,1344,0.438988095238095,902.01,0.0261739799846036
"E01024429",65,8.567,22.252,0.154,0.103,40.257,-0.364,0.742,13.749,6.941,1684,0.451900237529691,4551.35,0.0471938775510204
"E01024430",38,8.214,14.143,0.092,0.068,12.048,-1.167,0.227,29.12,18.751,1538,0.454486345903771,146.06,0.0350140056022409
"E01024431",239,2.301,8.477,0.043,0.041,4.785,-1.515,-0.086,32.465,14.917,1879,0.489089941458222,129.23,0.0248070562293274
"E01024432",71,5.598,16.831,0.1,0.073,20.83,-0.697,0.653,27.588,11.579,1579,0.453451551614946,350.11,0.0394218134034166
"E01024433",211,3.779,12.202,0.063,0.043,8.514,-1.198,0.267,31.922,27.966,1319,0.449583017437453,136.68,0.043972706595906
"E01024434",172,4.55,10.36,0.075,0.051,19.589,-0.808,0.29,12.377,10.33,2160,0.407407407407407,358.8,0.0355329949238579
"E01024435",140,5.737,15.797,0.09,0.065,22.624,-0.891,0.174,27.951,24.423,1626,0.485854858548585,185.62,0.0148867313915858
"E01024436",19,4.726,15.047,0.074,0.064,22.356,-0.487,-0.227,37.03,7.772,1476,0.567750677506775,359.12,0.0279255319148937
"E01024437",35,5.297,14.751,0.087,0.055,16.503,-0.742,0.628,23.973,23.414,1451,0.47829083390765,158.58,0.0278330019880716
