"code","run_count","mn_dstn","imd","d_income","d_employment","d_education","d_health","d_crime","d_housing","d_enviroment","total_pop","perc_non_working_age","pop_density","perc_bme"
"E01000208",42,2.65,6.612,0.028,0.01,1.282,-2.453,0.17,26.632,22.502,1644,0.437956204379562,4009.76,0.224592220828105
"E01000209",73,3.143,7.058,0.048,0.035,0.414,-1.562,-0.013,23.561,22.769,1502,0.544607190412783,3755,0.106206014075496
"E01000210",23,3.048,8.197,0.058,0.033,0.518,-1.85,0.359,19.894,27.374,1571,0.446212603437301,3142,0.212532299741602
"E01000211",34,3.454,14.568,0.112,0.072,3.225,-0.835,-0.369,30.399,27.757,2240,0.309821428571429,8296.3,0.33167825223436
"E01000212",14,2.66,10.294,0.063,0.069,0.467,-1.669,-0.219,25.312,25.698,1489,0.427803895231699,4254.29,0.187675070028011
"E01000213",31,2.254,7.583,0.028,0.025,1.321,-2.218,-0.45,30.621,31.33,1405,0.475444839857651,3345.24,0.127955493741307
"E01000214",34,2.03,10.503,0.046,0.038,0.416,-2.082,0.283,36.7,23.936,1760,0.330681818181818,5333.33,0.270595309681299
"E01000215",1,3.122,13.565,0.103,0.062,6.101,-0.575,-0.456,30.762,22.19,2222,0.472097209720972,10100,0.263157894736842
"E01000216",4,3.082,10.017,0.071,0.061,2.247,-1.305,-0.268,26.235,21.24,2082,0.422670509125841,10410,0.303353658536585
"E01000217",0,3.502,10.826,0.066,0.056,9.331,-1.212,-0.342,24.166,29.261,1830,0.454644808743169,8714.29,0.195942028985507
"E01000218",27,3.07,15.33,0.104,0.071,9.755,-0.755,0.132,28.641,25.532,1946,0.42497430626927,12973.33,0.273927392739274
"E01000219",25,2.595,19.87,0.097,0.093,14.667,-0.764,0.403,34.545,31.116,1982,0.422805247225025,10431.58,0.314435695538058
"E01000220",12,2.784,17.109,0.117,0.092,7.734,-0.48,-0.403,28.881,29.431,2075,0.399518072289157,13833.33,0.267771245323356
"E01000221",0,2.12,45.842,0.28,0.186,23.471,0.346,1.127,55.984,29.763,1372,0.395043731778426,3266.67,0.556414219474498
"E01000222",1,2.083,27.098,0.163,0.13,12.267,-0.287,0.729,37.056,29.883,1733,0.372186959030583,4126.19,0.52212389380531
"E01000223",5,1.568,35.812,0.225,0.142,21.168,-0.005,0.888,47.877,28.472,1381,0.392469225199131,2557.41,0.462315462315462
"E01000224",3,1.849,19.679,0.152,0.097,14.005,-0.928,-0.054,29.827,27.142,1653,0.385964912280702,10331.25,0.545221295702373
"E01000225",0,3.739,10.981,0.066,0.054,6.55,-1.052,-0.009,28.248,22.709,1979,0.540677109651339,6383.87,0.212274774774775
"E01000226",2,2.252,31.658,0.224,0.123,23.481,0.373,-0.171,41.017,30.803,1792,0.390625,10541.18,0.489192263936291
"E01000227",20,2.181,9.965,0.082,0.052,4.644,-1.687,-0.601,29.152,18.465,1944,0.449588477366255,7476.92,0.390507011866235
"E01000228",145,3.676,12.492,0.079,0.055,5.053,-1.232,0.618,28.384,17.002,1518,0.436100131752306,525.26,0.37002025658339
"E01000229",10,2.643,21.609,0.135,0.108,11.185,-0.868,0.071,43.196,18.134,1767,0.397283531409168,6310.71,0.411517696460708
"E01000230",7,2.339,7.886,0.071,0.044,8.824,-1.463,-0.336,20.598,14.054,1867,0.478307445099089,6914.81,0.319327731092437
"E01000231",85,3.059,17.628,0.103,0.063,4.325,-1.112,0.156,46.81,22.468,2003,0.379930104842736,5413.51,0.520822065981612
"E01000232",48,2.647,14.534,0.114,0.072,5.022,-0.843,0.019,29.815,20.257,1983,0.443267776096823,6610,0.412084921066957
"E01000233",41,2.592,8.853,0.069,0.054,4.009,-1.829,-0.162,22.349,20.027,1884,0.401804670912951,7246.15,0.397358282883875
"E01000234",108,2.958,8.657,0.067,0.047,3.867,-1.185,-0.259,25.044,18.383,1819,0.410665200659703,6496.43,0.320987654320988
"E01000235",3,3.043,23.347,0.164,0.101,18.521,-0.622,0.481,31.954,28.246,1816,0.369493392070485,5188.57,0.421800947867299
"E01000236",3,3.34,10.572,0.079,0.059,3.637,-1.135,-0.545,25.167,26.189,1956,0.412065439672802,8504.35,0.203763440860215
"E01000237",5,3.084,9.545,0.055,0.036,1.569,-1.722,0.266,26.964,29.614,2138,0.31711880261927,6681.25,0.300785083415113
"E01000238",15,3.716,14.457,0.096,0.074,4.747,-1.429,-0.19,30.448,31.179,2035,0.41031941031941,9690.48,0.335710646968925
"E01000239",4,3.654,21.568,0.137,0.077,6.545,-0.872,-0.006,50.079,25.352,2018,0.289890981169475,4693.02,0.50507614213198
"E01000240",41,4.429,19.599,0.118,0.065,5.762,-1.108,0.071,48.523,28.397,1751,0.35237007424329,3979.55,0.504191616766467
"E01000241",1,4.123,10.706,0.071,0.04,1.467,-1.771,-0.181,34.775,24.967,1794,0.372352285395764,5276.47,0.31651376146789
"E01000242",1,4.044,19.154,0.125,0.084,3.59,-0.959,0.287,42.621,21.089,1722,0.505226480836237,6150,0.298309178743961
"E01000243",6,3.687,14.093,0.084,0.053,4.629,-0.996,0.105,30.061,37.611,1891,0.327868852459016,10505.56,0.314225053078556
"E01000244",2,3.593,15.649,0.076,0.056,6.449,-1.024,0.292,29.684,45.264,1680,0.298809523809524,7636.36,0.436950146627566
"E01000245",12,3.395,24.116,0.168,0.119,11.778,-0.366,0.449,31.387,29.665,2173,0.328117809479982,12072.22,0.425327951564077
"E01000246",89,2.658,10.621,0.048,0.04,1.711,-1.472,0.498,33.776,21.694,1546,0.446313065976714,1431.48,0.176314038589488
"E01000247",138,2.392,10.138,0.077,0.066,2.68,-1.249,-0.555,28.98,13.317,1764,0.342403628117914,6533.33,0.186280307510349
"E01000248",199,3.889,7.296,0.046,0.036,1.477,-1.413,0.52,17.762,19.701,1779,0.428330522765599,6588.89,0.116797110174594
"E01000249",97,4.284,5.863,0.026,0.044,1.17,-1.947,0.087,21.352,16.223,1522,0.442181340341656,1879.01,0.142950819672131
"E01000250",396,3.374,13.03,0.107,0.071,3.559,-1.451,0.064,26.11,20.775,2660,0.376315789473684,4586.21,0.198924731182796
"E01000251",197,2.005,18.853,0.144,0.114,7.175,-0.578,0.114,24.873,22.749,2030,0.399014778325123,9227.27,0.255146262188516
"E01000252",145,2.306,13.376,0.099,0.074,2.148,-1.04,0.165,30.622,13.639,1719,0.400232693426411,7473.91,0.219390926041019
"E01000253",31,5.09,9.449,0.043,0.032,3.48,-0.861,0.187,36.662,11.349,1648,0.487257281553398,496.39,0.213483146067416
"E01000254",40,4.025,7.764,0.04,0.028,2.182,-1.332,-0.121,26.527,29.206,1596,0.486842105263158,1043.14,0.114267269205939
"E01000255",15,5.072,18.729,0.149,0.097,6.712,-1.007,0.195,30.356,24.066,1400,0.415714285714286,1308.41,0.364618501012829
"E01000256",27,4.404,10.628,0.079,0.043,3.474,-1.523,0.014,32.338,18.002,1887,0.402755696873344,3369.64,0.332214765100671
"E01000257",59,4.894,25.001,0.168,0.119,17.095,-0.383,0.252,38.645,21.402,1868,0.369379014989293,2747.06,0.478706199460916
"E01000258",79,3.865,9.156,0.058,0.04,3.553,-1.215,0.361,21.856,25.212,1767,0.410865874363328,2208.75,0.250904704463209
"E01000259",64,5.228,13.364,0.095,0.066,3.908,-1.594,0.318,30.248,19.213,2721,0.363469312752664,2125.78,0.420870234886407
"E01000260",9,4.376,19.85,0.11,0.074,10.626,-0.992,0.203,46.598,24.416,2064,0.376453488372093,2517.07,0.439455095862765
"E01000261",73,4.229,7.628,0.046,0.029,1.12,-1.964,-0.944,35.954,18.535,1681,0.508625817965497,1400.83,0.198625858838226
"E01000262",14,4.818,11.643,0.094,0.046,7.639,-1.535,-0.404,34.821,15.179,2455,0.4,1110.86,0.42787610619469
"E01000263",41,3.669,5.865,0.024,0.024,1.201,-2.094,-0.311,27.802,20.901,1575,0.44952380952381,4038.46,0.216951296647691
"E01000264",41,3.327,16.482,0.116,0.077,5.608,-1.209,0.195,30.864,29.859,1816,0.367290748898678,4778.95,0.388349514563107
"E01000265",28,1.551,15.103,0.126,0.08,6.251,-0.774,-0.357,28.433,21.211,2006,0.391326021934197,9552.38,0.315516346652828
"E01000266",76,1.626,8.023,0.045,0.031,2.204,-1.594,0.572,22.766,20.379,1508,0.454244031830239,2356.25,0.218074656188605
"E01000267",359,1.092,12.75,0.086,0.057,2.451,-1.07,-0.628,33.384,30.675,1538,0.392717815344603,5492.86,0.2375
"E01000268",93,1.828,15.262,0.148,0.069,8.957,-1.026,-0.132,24.859,22.772,1980,0.402020202020202,7920,0.301897642323174
"E01000269",52,1.887,10.434,0.067,0.047,5.73,-1.522,0.173,27.931,22.356,1481,0.402430790006752,5485.19,0.230175438596491
"E01000270",211,1.464,11.98,0.087,0.069,2.743,-1.613,0.109,26.546,21.073,1517,0.429795649307844,6068,0.226720647773279
"E01000271",128,1.354,6.648,0.041,0.034,2.069,-1.838,-0.499,29.726,16.985,1580,0.456329113924051,4647.06,0.23213070115725
"E01000272",76,0.783,4.839,0.03,0.016,1.163,-1.587,-0.007,22.373,14.362,1322,0.465960665658094,2812.77,0.205223880597015
"E01000273",126,1.165,14.148,0.121,0.083,3.636,-0.964,-0.127,25.776,18.949,1547,0.436328377504848,4687.88,0.323684210526316
"E01000274",106,1.153,15.582,0.126,0.086,7.751,-0.901,-0.061,25.14,22.706,1955,0.4,7240.74,0.330827067669173
"E01000275",30,2.762,13.504,0.118,0.063,3.017,-0.996,-0.842,36.715,14.371,1717,0.431566686080373,5203.03,0.40867440439829
"E01000276",48,3.372,4.061,0.027,0.023,0.771,-2.082,-1.275,26.175,13.428,1494,0.466532797858099,2929.41,0.404605263157895
"E01000277",31,2.808,18.23,0.144,0.106,4.07,-0.769,-0.957,36.343,19.329,1918,0.392075078206465,10094.74,0.458830923947203
"E01000278",17,3.681,5.525,0.033,0.018,0.964,-1.831,-1.202,29.02,21.104,1511,0.469225678358703,5396.43,0.440554821664465
"E01000279",46,2.93,8.956,0.017,0.017,1.781,-2.378,0.538,37.898,12.864,1511,0.493050959629384,299.8,0.188405797101449
"E01000280",83,2.059,3.958,0.023,0.03,0.945,-2.161,-0.63,21.565,15.478,1364,0.445014662756598,1337.25,0.228095582910934
"E01000281",85,1.499,10.933,0.081,0.059,6.189,-0.996,-0.177,26.224,18.025,976,0.339139344262295,3614.81,0.319047619047619
"E01000282",130,1.84,8.582,0.057,0.045,1.968,-1.781,0.194,24.399,21.335,1814,0.438809261300992,3422.64,0.330205278592375
"E01000283",17,2.622,4.647,0.03,0.019,0.596,-2.208,-0.928,28.055,14.301,1405,0.467615658362989,4257.58,0.283216783216783
"E01000284",7,1.997,15.477,0.136,0.083,5.239,-0.698,-0.094,26.898,17.659,1767,0.382569326542162,6310.71,0.330741626794258
"E01000285",116,3.721,15.134,0.105,0.082,8.337,-0.706,0.22,27.112,17.854,1382,0.408104196816208,6910,0.258109040717736
"E01000286",55,4.367,23.897,0.17,0.119,11.092,-0.444,0.64,31.405,23.41,1670,0.405389221556886,6185.19,0.294080203691916
"E01000287",8,4.006,22.723,0.16,0.104,21.677,-0.404,0.314,30.131,22.608,1667,0.405518896220756,6174.07,0.221522970421649
"E01000288",150,2.262,13.041,0.091,0.065,8.012,-1.187,0.101,27.921,21.62,1641,0.419865935405241,4826.47,0.278521351179095
"E01000289",56,2.774,38.33,0.249,0.17,28.383,-0.327,0.693,51.981,18.355,1907,0.417409543786051,6810.71,0.418822234452394
"E01000290",58,4.736,19.937,0.12,0.098,10.938,-0.714,0.486,38.416,13.391,1614,0.470260223048327,787.32,0.20616570327553
"E01000291",6,3.113,32.936,0.23,0.166,25.657,-0.267,0.721,38.957,11.862,1647,0.425622343655131,6588,0.389206349206349
"E01000292",25,3.45,11.315,0.079,0.077,3.672,-1.209,0.185,20.499,18.462,1571,0.464672183322724,5417.24,0.198364008179959
"E01000293",143,3.09,7.608,0.06,0.044,1.381,-1.409,0.092,18.942,21.151,1787,0.409065472859541,6618.52,0.210220673635308
"E01000294",36,3.86,12.242,0.093,0.086,2.224,-0.295,-1.003,25.006,12.621,1827,0.459770114942529,5536.36,0.233896185115697
"E01000295",80,4.284,13.306,0.06,0.056,1.118,-1.255,0.492,25.781,41.739,1731,0.332755632582322,8655,0.394982497082847
"E01000296",34,4.472,12.11,0.085,0.053,4.316,-1.184,0.231,28.689,23.002,1790,0.318435754189944,8136.36,0.378441710603398
"E01000297",57,3.747,9.009,0.074,0.044,7.204,-1.322,-0.395,24.197,19.889,1551,0.330109606705351,6743.48,0.430264993026499
"E01000298",14,4.197,11.827,0.094,0.046,1.708,-1.449,0.331,26.444,27.123,1932,0.349896480331263,7155.56,0.355408388520971
"E01000299",28,3.03,17.004,0.119,0.06,2.994,-0.639,0.409,26.429,41.331,1991,0.352586639879458,11711.76,0.432835820895522
"E01000300",22,3.159,12.253,0.097,0.059,3.089,-0.681,-0.181,27.881,21.835,1689,0.361752516281824,9935.29,0.35906862745098
"E01000301",35,3.668,7.059,0.048,0.048,1.066,-1.613,-0.26,21.836,21.665,1520,0.446052631578947,5241.38,0.406107862248213
"E01000302",21,3.539,15.595,0.129,0.086,6.762,-0.724,-0.287,28.26,18.501,2119,0.315714959886739,9631.82,0.431650595575723
"E01000303",30,4.079,6.805,0.05,0.032,1.124,-1.639,-0.581,31.613,12.46,1663,0.446181599518942,7559.09,0.421825143586471
"E01000304",114,4.518,13.531,0.087,0.06,4.188,-0.637,-0.642,36.709,23.302,1672,0.353468899521531,9288.89,0.308483290488432
"E01000305",11,1.946,27.857,0.164,0.117,15.048,-0.648,0.481,45.441,34.409,1850,0.343243243243243,2681.16,0.596861798430899
"E01000306",9,2.258,14.045,0.075,0.044,13.002,-0.947,0.156,32.814,31.348,1677,0.317233154442457,11180,0.632075471698113
"E01000307",1,1.938,23.325,0.147,0.081,18.495,-1.017,0.834,35.276,32.261,1640,0.363414634146341,3280,0.554078549848943
"E01000308",33,2.343,31.832,0.204,0.109,25.938,-0.535,1.036,42.403,31.921,1706,0.381594372801876,3218.87,0.515171503957784
"E01000309",12,2.934,13.899,0.09,0.059,3.428,-1.603,-0.061,36.538,26.827,1889,0.353096876654314,6513.79,0.506586169045006
"E01000310",5,2.453,19.223,0.108,0.064,14.199,-0.751,0.28,41.658,28.117,2093,0.336359292881032,6976.67,0.422375554460325
"E01000311",8,2.901,11.072,0.043,0.053,1.966,-1.843,0.539,26.841,31.631,1745,0.471060171919771,4985.71,0.19546568627451
"E01000312",6,2.792,24.927,0.151,0.096,9.643,-0.25,-0.218,54.472,21.426,1766,0.305209513023783,11773.33,0.531698564593301
"E01000313",0,2.395,19.932,0.115,0.076,11.933,-0.586,0.188,40.221,30.047,2149,0.336900884132154,9768.18,0.597416576964478
"E01000314",3,2.621,10.677,0.055,0.035,2.835,-1.415,0.599,29.239,25.473,1985,0.321410579345088,7940,0.512600536193029
"E01000315",31,3.047,32.727,0.239,0.163,23.302,-0.325,0.821,34.64,19.208,1768,0.375,3466.67,0.405247813411079
"E01000316",70,3.488,19.874,0.138,0.079,3.672,-1.038,0.761,33.719,30.861,2475,0.362828282828283,6036.59,0.486159169550173
"E01000317",59,3.702,10.85,0.098,0.054,2.406,-1.149,-0.216,25.353,21.911,1655,0.393957703927492,9735.29,0.417854928704278
"E01000318",15,3.298,14.711,0.12,0.056,3.402,-1.163,0.621,25.899,25.854,1903,0.41933788754598,7048.15,0.451086956521739
"E01000319",32,3.689,9.915,0.076,0.046,1.877,-1.324,0.193,24.253,23.027,1601,0.400374765771393,10006.25,0.309333333333333
"E01000320",209,2.249,8.719,0.077,0.039,1.303,-1.78,-0.389,28.257,19.714,1581,0.412397216951297,6873.91,0.28135593220339
"E01000321",115,2.474,14.405,0.104,0.077,4.408,-1.081,-0.071,25.102,31.229,1766,0.307474518686297,9811.11,0.315596330275229
"E01000322",22,2.572,14.866,0.124,0.078,2.411,-1.241,-0.254,27.666,28.924,1844,0.389913232104121,9220,0.302271403610949
"E01000323",30,2.902,18.834,0.118,0.078,4.866,-0.482,0.644,27.802,35.376,2269,0.355663287791979,10804.76,0.422805247225025
"E01000324",86,2.72,13.755,0.094,0.075,4.525,-0.569,0.198,24.585,21.96,1895,0.402638522427441,7018.52,0.298992161254199
"E01000325",332,3.347,5.875,0.039,0.035,11.501,-1.385,-0.419,18.379,14.375,1630,0.43558282208589,4179.49,0.0639751552795031
"E01000326",178,3.129,11.973,0.053,0.038,16.265,-1.095,-0.091,32.998,26.995,1326,0.372549019607843,4911.11,0.103474903474904
"E01000327",179,2.908,7.68,0.043,0.045,11.786,-0.737,-0.238,19.191,16.278,1590,0.454716981132075,4076.92,0.0887880751782243
"E01000328",147,2.764,11.404,0.05,0.049,17.211,-0.693,0.714,20.362,13.589,1506,0.458167330677291,2788.89,0.075
"E01000329",171,2.842,15.875,0.097,0.075,20.584,-0.916,0.401,23.933,19.845,1479,0.431372549019608,3081.25,0.10258358662614
"E01000330",147,2.607,17.867,0.112,0.087,13.023,-0.107,-0.24,24.574,31.997,1618,0.446229913473424,6223.08,0.107512953367876
"E01000331",116,2.571,28.281,0.151,0.137,33.267,-0.004,0.312,36.033,22.699,1611,0.438237119801366,3039.62,0.14478527607362
"E01000332",29,4.158,16.091,0.106,0.078,16.749,-0.815,0.407,20.316,25.33,1631,0.440833844267321,5825,0.241334205362982
"E01000333",102,3.644,25.871,0.167,0.126,34.467,0.056,0.197,23.342,23.367,1836,0.42156862745098,6331.03,0.156662665066026
"E01000334",107,3.42,12.987,0.08,0.063,20.914,-0.772,-0.315,27.128,13.728,1636,0.422982885085575,6059.26,0.21415270018622
"E01000335",97,4.948,31.73,0.16,0.095,37.431,-0.457,0.732,50.822,31.915,2225,0.375280898876404,1600.72,0.392976588628763
"E01000336",10,4.46,31.362,0.222,0.137,24.927,-0.129,0.386,38.468,27.661,2062,0.404946653734239,11455.56,0.436373276776246
"E01000337",32,4.12,19.57,0.165,0.093,15.541,-0.715,0.035,26.767,23.293,1743,0.395869191049914,6455.56,0.252873563218391
"E01000338",44,4.279,18.89,0.123,0.07,17.74,-0.261,0.267,26.9,31.707,1979,0.378979282465892,11641.18,0.259851513420902
"E01000339",172,1.347,16.3,0.109,0.099,23.223,-0.302,-0.154,16.828,12.707,1561,0.427290198590647,6003.85,0.0738562091503268
"E01000340",183,1.087,12.831,0.074,0.044,19.776,-0.481,-0.614,27.236,28.127,1524,0.443569553805774,6626.09,0.0818908122503329
"E01000341",86,1.36,8.884,0.062,0.057,14.854,-0.807,-0.623,15.877,16.246,1561,0.456758488148623,6504.17,0.0677852348993289
"E01000342",149,1.198,8.918,0.035,0.041,17.66,-1.001,-0.158,21.444,24.005,1621,0.392967304133251,7368.18,0.064576802507837
"E01000343",142,1.342,8.347,0.055,0.049,15.982,-0.922,-0.474,15.963,18.648,1587,0.431001890359168,5290,0.0729641693811075
"E01000344",403,1.178,6.105,0.034,0.042,12.306,-0.703,-0.513,15.548,13.015,1559,0.40410519563823,6778.26,0.0689869484151647
"E01000345",108,1.556,6.252,0.041,0.033,12.598,-0.778,-0.71,16.663,17.59,1351,0.400444115470022,6433.33,0.0841328413284133
"E01000346",143,1.137,9.662,0.053,0.051,15.303,-0.759,-0.023,14.693,24.63,1685,0.43620178041543,4814.29,0.0838471023427867
"E01000347",154,1.01,11.175,0.077,0.04,22.953,-0.584,-0.483,19.19,22.451,1482,0.421727395411606,7410,0.104306864064603
"E01000348",280,1.337,4.979,0.02,0.032,12.641,-1.292,-0.66,17.301,14.633,1520,0.432894736842105,5241.38,0.0823767724510466
"E01000349",196,1.578,7.459,0.048,0.034,9.743,-1.158,-0.813,27.531,16.379,1654,0.476420798065296,5012.12,0.107293550331525
"E01000350",148,1.415,7.89,0.046,0.034,17.944,-0.832,-0.577,18.184,20.794,1514,0.40885072655218,5607.41,0.0812791472351766
"E01000351",126,1.293,7.587,0.05,0.039,16.4,-1.138,-0.687,22.757,12.409,1614,0.431226765799256,5206.45,0.0863808322824716
"E01000352",95,0.692,14.763,0.099,0.061,21.656,-0.728,-0.116,24.688,23.87,1697,0.418974661166765,4991.18,0.116190476190476
"E01000353",296,2.492,5.202,0.046,0.034,9.686,-1.378,-0.353,11.135,15.115,1691,0.493199290360733,4973.53,0.0972716488730724
"E01000354",106,2.159,21.316,0.143,0.123,23.867,-0.054,-0.667,23.683,21.561,1510,0.419205298013245,7190.48,0.151495016611296
"E01000355",151,2.882,8.189,0.039,0.047,16.778,-0.741,-0.346,18.053,17.91,1630,0.473006134969325,3880.95,0.0969945355191257
"E01000356",257,1.699,7.94,0.052,0.063,12.733,-0.915,-0.507,12.146,14.394,1654,0.501813784764208,5335.48,0.160413971539457
"E01000357",195,1.544,4.079,0.02,0.027,11.965,-1.286,-0.704,11.932,14.658,1467,0.425357873210634,7335,0.157858613589568
"E01000358",259,2.033,6.15,0.046,0.039,12.017,-1.075,-0.75,15.424,16.626,1683,0.427807486631016,5803.45,0.110696517412935
"E01000359",297,2.249,6.167,0.044,0.041,10.117,-1.244,-0.859,18.998,16.885,1290,0.462015503875969,6450,0.153125
"E01000360",325,1.558,18.65,0.109,0.08,7.884,0.031,0.373,26.11,32.745,1715,0.384839650145773,3897.73,0.146811070998797
"E01000361",401,1.096,11.27,0.075,0.062,13.448,-0.882,-0.362,23.02,19.662,1609,0.387818520820385,5548.28,0.0941558441558441
"E01000362",299,2.113,12.63,0.074,0.056,13.386,-0.903,0.499,22.3,21.256,1598,0.461201501877347,4097.44,0.110661268556005
"E01000363",183,1.464,9.306,0.057,0.054,9.685,-0.759,-0.454,21.287,22.855,1516,0.439313984168865,3609.52,0.157529493407356
"E01000364",129,2.288,12.692,0.073,0.054,12.906,-0.489,-0.486,29.325,25.496,1607,0.420659614187928,3737.21,0.143310082435003
"E01000365",291,2.231,14.39,0.092,0.06,9.92,-0.431,0.595,21.687,23.711,1772,0.476297968397291,5211.76,0.120977353992849
"E01000366",355,1.508,9.865,0.087,0.055,8.745,-0.838,-0.233,17.292,18.271,1693,0.380389840519787,7054.17,0.160883280757098
"E01000367",99,4.033,30.905,0.205,0.165,36.267,-0.195,0.237,33.023,15.912,1739,0.419781483611271,6688.46,0.187301587301587
"E01000368",56,3.633,33.932,0.237,0.16,44.364,-0.015,-0.146,37.57,16.009,1583,0.415034744156665,6595.83,0.168940870695257
"E01000369",249,3.962,14.638,0.098,0.082,21.126,-0.567,-0.226,17.199,20.593,1639,0.417327638804149,6070.37,0.107540173053152
"E01000370",277,3.46,11.364,0.074,0.072,14.165,-0.682,-0.706,21.068,17.969,1628,0.487714987714988,4933.33,0.10644959298685
"E01000371",223,3.543,8.174,0.053,0.039,13.957,-0.965,-0.624,23.936,16.171,1632,0.422794117647059,7095.65,0.088673139158576
"E01000372",43,4.371,29.915,0.197,0.164,30.801,0.357,-0.117,26.36,21.727,1661,0.397953040337146,7221.74,0.225595238095238
"E01000373",0,4.207,29.344,0.135,0.106,37.08,0.174,0.578,46.339,17.05,614,0.423452768729642,6822.22,0.350698856416773
"E01000374",2,2.373,42.38,0.241,0.205,48.486,0.69,0.056,37.794,30.276,1610,0.442857142857143,2175.68,0.168949771689498
"E01000375",82,1.42,18.295,0.112,0.085,26.088,-0.393,0.066,20.731,27.738,1898,0.365648050579557,4413.95,0.117886178861789
"E01000376",118,2.097,16.232,0.083,0.058,17.181,-0.26,0.727,21.867,27.96,1595,0.406269592476489,2900,0.127190136275146
